,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Colour,Lot No.,Kilometers,Warranty
744,"Rs. 65,000",Used,26/5/2015,155,Kathmandu,Standard,2008,Hero,Karizma R,225,Silver,29,40000,
745,"Rs. 40,000",Used,22/5/2015,179,Lalitpur,Standard,,Hero,Splendor,100,Black,10,50000,
746,"Rs. 75,000",Used,20/5/2015,100,Lalitpur,Standard,2007,Hero,Karizma,225,Yellow,21,19942,
747,"Rs. 65,000",Used,19/5/2015,90,Kathmandu,Standard,2007,Hero,CBZ Xtreme,150,Silver,27,36000,
748,"Rs. 40,000",Used,18/5/2015,215,Kirtipur,Standard,2004,Hero,Passion Pro,94,Blue & Black,18,70000,
749,"Rs. 1,35,000",Used,19/5/2015,186,Bhaktapur,Standard,2011,Hero,CBZ Xtreme,150,Grey,48,17000,
750,"Rs. 40,000",Used,16/5/2015,263,Kathmandu,Standard,2001,Hero,Passion Pro,100,Black,13,32000,
751,"Rs. 35,000",Used,14/5/2015,412,Kathmandu,Standard,2000,Hero,CBZ,156,Blue,13,59000,
752,"Rs. 85,000",Used,11/5/2015,216,Kathmandu,Scooter,2013,Hero,Pleasure,102,Red,55,18000,
753,"Rs. 2,00,000",Used,10/5/2015,137,Kathmandu,Standard,2010,Hero,Achiver DSS,223,black,59,11000,
754,"Rs. 90,000",Used,10/5/2015,232,Kathmandu,Standard,2002,Hero,CBZ,153,Silver,20,60000,
755,"Rs. 1,75,000",Used,7/5/2015,237,Lalitpur,Standard,2014,Hero,CBZ Xtreme,150,Black,62,1000,
756,"Rs. 1,20,000",Used,5/5/2015,129,Kathmandu,Standard,2009,Hero,Hunk,150,Black,38,2900,
757,"Rs. 45,000",Used,23/4/2015,144,Kathmandu,Standard,2005,Hero,Passion Pro,100,BLACK,17,,
758,"Rs. 72,000",Used,21/4/2015,169,Kathmandu,Standard,2009,Hero,Splendor,100,Black,34,17500,no warranty
759,"Rs. 1,72,000",Used,21/4/2015,32,Kathmandu,Standard,2012,Hero,CBZ Xtreme,150,Black,53,25000,
760,"Rs. 1,25,000",Used,17/4/2015,54,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,Black,48,27000,
761,"Rs. 45,000",Used,16/4/2015,367,Kathmandu,Standard,2002,Hero,Ambition,133,BLUE,19,,
762,"Rs. 1,35,000",Used,8/4/2015,3779,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,Black,48,,
763,"Rs. 1,60,000",Used,8/4/2015,113,Lalitpur,Standard,2012,Hero,CBZ Xtreme,150,Black,55,16000,
764,"Rs. 1,22,000",Used,6/4/2015,176,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,Red & Black,45,27000,
765,"Rs. 1,28,000",Used,3/4/2015,98,Lalitpur,Standard,2015,Hero,Splendor,100,N/A,62,10000,
766,"Rs. 70,000",Used,30/3/2015,430,Kathmandu,Scooter,2011,Hero,Pleasure,102,Black and Red,49,17000,
767,"Rs. 1,16,000",Used,27/3/2015,57,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,Black,48,32000,
768,"Rs. 2,15,000",Used,26/3/2015,567,Kathmandu,Standard,2013,Hero,Karizma,223,White,55,14000,
769,"Rs. 1,20,000",Used,26/3/2015,459,Kathmandu,Standard,2012,Hero,CBZ Xtreme,150,Silver,66,19250,
770,"Rs. 1,10,000",Used,25/3/2015,399,Kathmandu,Standard,2010,Hero,Karizma,223,Black,42,70000,No Warranty
771,"Rs. 90,000",Used,24/3/2015,111,Birgunj,Standard,,Hero,CBZ Xtreme,150,Red & Black,14,31000,
772,"Rs. 1,45,000",Used,22/3/2015,440,Kathmandu,Standard,2014,Hero,Splendor,100,Silver,64,4500,
773,"Rs. 1,10,000",Used,17/2/2016,961,Kathmandu,Standard,2009,Hero,Karizma,225,white,39,25000,none
774,"Rs. 1,50,000",Used,19/3/2015,35,Kathmandu,Standard,2012,Hero,CBZ Xtreme,149,Black,54,23000,No
775,"Rs. 1,25,000",Used,18/3/2015,264,Kathmandu,Scooter,2014,Hero,Pleasure,102,Red,59,1000,
776,"Rs. 1,50,000",Used,15/3/2015,70,Kathmandu,Standard,2012,Hero,Karizma R,223,White,53,225000,
777,"Rs. 90,000",Used,12/3/2015,579,Lalitpur,Standard,2007,Hero,Karizma,233,Red,4,38500,
778,"Rs. 15,000",Used,8/3/2015,249,Kathmandu,Standard,2001,Hero,Splendor,100,red,9,50000,one hand
779,"Rs. 99,500",Used,7/3/2015,4055,Nepalgunj,Standard,2011,Hero,Splendor,100,red,50,15278,
780,"Rs. 1,10,000",Used,3/3/2015,43,Kathmandu,Standard,2008,Hero,CBZ,149,Black & Red,31,16000,
781,"Rs. 1,15,000",Used,2/3/2015,493,Kathmandu,Standard,2010,Hero,CBZ Xtreme,150,Black and Red,43,26000,
782,"Rs. 2,30,000",New,26/2/2015,26508,Kathmandu,Standard,2015,Hero,Xtreme Sports,149,,,,5 Years
783,"Rs. 2,21,500",New,26/2/2015,4530,Kathmandu,Standard,2015,Hero,Xtreme Sports,149,,,,5 Years
784,"Rs. 45,000",Used,6/3/2015,120,Kathmandu,Standard,2010,Hero,Ambition,135,BLUE,19,,
785,"Rs. 45,000",Used,24/2/2015,888,Lalitpur,Standard,2006,Hero,CBZ,150,Dark Green,16,40000,-
786,"Rs. 45,000",Used,25/2/2015,47,Kathmandu,Standard,2016,Hero,Passion Pro,100,Red,188,70000,
787,"Rs. 1,20,000",Used,22/2/2015,134,,Standard,2014,Hero,Splendor,125,black,54,12000,
788,"Rs. 1,15,000",Used,18/2/2015,58,Bhaktapur,Standard,2010,Hero,CBZ Xtreme,153,Black and Red,40,26500,
789,"Rs. 1,20,000",Used,18/2/2015,90,Lalitpur,Standard,2006,Hero,Karizma,225,Black,21,30000,
790,"Rs. 1,30,000",Used,10/2/2015,706,Janakpur,Standard,2013,Hero,CBZ Xtreme,150,Red,3,23000,5years
791,"Rs. 1,30,000",Used,6/2/2015,184,Banepa,Standard,2011,Hero,CBZ Xtreme,150,Black,48,33000,
792,"Rs. 1,30,000",Used,6/2/2015,59,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,black,49,20000,
793,"Rs. 1,10,000",Used,5/2/2015,1278,Kathmandu,Standard,2008,Hero,Splendor,97,Black and Red,32,196098,
794,"Rs. 2,10,000",Used,3/2/2015,695,Kathmandu,Standard,2011,Hero,Karizma,223,panther black,45,13970,
795,"Rs. 75,000",Used,31/1/2015,141,Kathmandu,Scooter,2012,Hero,Pleasure,100,Black and red,45,14000,
796,"Rs. 1,50,000",Used,30/1/2015,826,Kathmandu,Standard,2012,Hero,Karizma R,225,Black,49,25113,
797,"Rs. 1,13,000",Used,29/1/2015,119,Dharan,Standard,2011,Hero,CBZ Xtreme,150,Black,11,23000,
798,"Rs. 1,35,000",Used,27/1/2015,96,Bidhur,Standard,2013,Hero,Splendor,125,black and blue,52,14000,
799,"Rs. 1,35,000",Used,27/1/2015,77,Bidhur,Standard,2012,Hero,Splendor,125,black and blue,52,13000,
800,"Rs. 85,000",Used,26/1/2015,437,Kathmandu,Standard,2009,Hero,CBZ Xtreme,150,Red and Black,34,37000,
801,"Rs. 1,60,000",Used,25/1/2015,411,Lalitpur,Standard,2013,Hero,CBZ Xtreme,150,Dark Grey,49,14000,
802,"Rs. 1,45,000",Used,24/1/2015,293,Kathmandu,Standard,2013,Hero,Glamour,125,red and black,57,9100,
803,"Rs. 65,000",Used,22/1/2015,1076,Kathmandu,Scooter,2010,Hero,Pleasure,102,Red,39,14000,
804,"Rs. 1,16,000",Used,31/1/2015,1116,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,Silver,48,20300,
805,"Rs. 60,000",Used,14/1/2015,425,Kathmandu,Standard,,Hero,Splendor,90,Black,14,,
806,"Rs. 1,75,000",Used,14/1/2015,330,Kathmandu,Standard,2013,Hero,Karizma R,223,Red,59,3600,
807,"Rs. 1,25,000",Used,13/1/2015,211,Kathmandu,Standard,2010,Hero,CBZ Xtreme,150,Black,39,35000,
808,"Rs. 1,35,000",Used,11/1/2015,587,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,black,49,15800,NO
809,"Rs. 1,85,000",Used,6/1/2015,56,Lalitpur,Standard,2012,Hero,Karizma R,225,Metallic grey,51,14000,
810,"Rs. 85,000",Used,5/1/2015,546,Kathmandu,Standard,2009,Hero,CBZ Xtreme,150,black,33,26000,
811,"Rs. 1,80,000",Used,4/1/2015,166,Kathmandu,Standard,2012,Hero,CBZ Xtreme,150,black,50,12000,
812,"Rs. 1,00,000",Used,3/1/2015,1703,Kathmandu,Standard,2009,Hero,CBZ Xtreme,150,red,34,32000,no
813,"Rs. 80,000",Used,21/12/2014,411,Kathmandu,Standard,2005,Hero,CBZ,156,Yellow & Black,20,,
814,"Rs. 1,20,000",Used,17/12/2014,650,Kathmandu,Scooter,2013,Hero,Pleasure,100,Red,59,,
815,"Rs. 55,000",Used,15/12/2014,365,Kathmandu,Scooter,2009,Hero,Pleasure,100,black,30,27000,None
816,"Rs. 1,85,000",Used,3/12/2014,130,Kathmandu,Standard,2013,Hero,CBZ,150,Black,55,5800,
817,"Rs. 90,000",Used,17/11/2014,235,Kathmandu,Standard,2009,Hero,Karizma R,223,Black,35,40000,
818,"Rs. 62,000",Used,9/11/2014,76,Kathmandu,Scooter,2008,Hero,Pleasure,102,black,34,27000,3months 4 engine only
819,"Rs. 1,40,000",Used,9/11/2014,33,Kathmandu,Standard,2011,Hero,CBZ Xtreme,150,black,48,34000,3months 4 engine only
820,"Rs. 82,000",Used,3/11/2014,159,Kathmandu,Standard,2010,Hero,Splendor,125,black,40,25000,
821,"Rs. 1,20,000",Used,2/11/2014,2092,Kathmandu,Scooter,2014,Hero,Pleasure,102,Purple,44,1500,
822,"Rs. 60,000",Used,31/10/2014,53,Kathmandu,Standard,2005,Hero,Splendor,100,black,19,24000,
823,"Rs. 52,000",Used,31/10/2014,124,Kathmandu,Other,2004,Hero,Other,100,black,16,40000,
824,"Rs. 60,000",Used,31/10/2014,164,Kathmandu,Standard,2005,Hero,Splendor,100,black,20,25000,3months 4 engine only
825,"Rs. 1,60,000",Used,28/10/2014,177,Kathmandu,Standard,2013,Hero,CBZ Xtreme,150,Black,56,,
826,"Rs. 75,000",Used,1/11/2014,452,Kathmandu,Scooter,2010,Hero,Pleasure,102,red &black,45,23500,
827,"Rs. 1,57,500",New,26/3/2015,22090,Kathmandu,Cafe Racer,2015,Hero,Splendor Pro Classic,97,,,,"5 Years or 70,000 Kms"
828,"Rs. 50,000",Used,14/10/2014,234,Kathmandu,Scooter,2008,Hero,Pleasure,102,Black,28,22000,
829,"Rs. 70,000",Used,13/10/2014,478,Kathmandu,Standard,2008,Hero,Karizma R,223,Yellow,29,40000,
830,"Rs. 90,000",Used,14/10/2014,559,Kathmandu,Standard,2009,Hero,CBZ Xtreme,150,Black,37,29000,
831,"Rs. 1,65,000",Used,8/10/2014,255,Kathmandu,Standard,2010,Hero,Karizma,223,Blue,39,20020,
832,"Rs. 80,000",Used,5/10/2014,534,Kathmandu,Scooter,2012,Hero,Pleasure,102,Red,38,11000,11000
833,"Rs. 1,65,000",Used,5/10/2014,206,Kathmandu,Standard,2010,Hero,Karizma,223,Blue,39,19800,According to company
834,"Rs. 80,000",Used,23/9/2014,112,Kathmandu,Standard,2008,Hero,Hunk,150,black,28,25000,
835,"Rs. 65,000",Used,14/9/2014,1543,Kathmandu,Scooter,2009,Hero,Pleasure,110,Black,33,120000,None
836,"Rs. 55,999",Used,8/9/2014,250,Kathmandu,Standard,2014,Hero,Splendor,100,black blue,15,47000,
837,"Rs. 1,68,000",New,4/9/2015,6726,Kathmandu,Standard,2015,Hero,Passion Pro,97,,,,"5 Years OR 70,000 Kms"
838,"Rs. 2,10,000",Used,7/9/2014,54,Kathmandu,Standard,2010,Hero,Achiver DSS,225,White,39,17000,
839,"Rs. 78,000",Used,30/7/2014,60,Kathmandu,Scooter,2007,Hero,Pleasure,102,Black,32,1,
840,"Rs. 1,05,000",Used,12/6/2014,180,Kathmandu,Standard,2009,Hero,CBZ Xtreme,150,Black,33,35000,
841,"Rs. 1,44,500",New,17/2/2015,19946,Kathmandu,Scooter,2015,Hero,Pleasure,102,,,,"5 Years or 50,000 Kms"
842,"Rs. 1,57,000",New,4/9/2015,1716,Kathmandu,Scooter,2015,Hero,Pleasure,102,,,,"5 Years or 50,000 Kms"
843,"Rs. 2,28,000",New,5/8/2014,2723,Kathmandu,Standard,2015,Hero,Xtreme,149,,,,"5 Years or 70,000 Kms"
844,"Rs. 2,19,500",New,5/8/2014,2532,Kathmandu,Standard,2015,Hero,Xtreme,150,,,,"5 Years or 70,000 Kms"
845,"Rs. 2,16,500",New,4/9/2015,7780,Kathmandu,Standard,2015,Hero,Hunk,150,,,,"5 Years or 70,000 Kms"
846,"Rs. 1,92,000",New,4/9/2015,11770,Kathmandu,Standard,2015,Hero,Achiver DSS,150,,,,"5 Years or 70,000 Kms"
847,"Rs. 1,89,500",New,17/2/2015,18168,Kathmandu,Standard,2015,Hero,Glamour,125,,,,"5 Years or 70,000 Kms"
848,"Rs. 1,80,000",New,4/9/2015,2153,Kathmandu,Standard,2015,Hero,Glamour,125,,,,"5 Years or 70,000 Kms"
849,"Rs. 1,57,500",New,4/9/2015,12255,Kathmandu,Standard,2015,Hero,Splendor,100,,,,"5 Years or 70,000 Kms"
850,"Rs. 1,60,000",New,4/9/2015,1432,Kathmandu,Standard,2015,Hero,Passion Pro,97,,,,"5 Years or 70,000 Kms"
851,"Rs. 1,69,500",New,4/9/2015,38677,Kathmandu,Standard,2015,Hero,Splendor,125,,,,"5 Years or 70,000 Kms"
852,"Rs. 1,56,500",New,4/9/2015,8381,Kathmandu,Standard,2015,Hero,Splendor,100,,,,"5 Years or 70,000 Kms"
853,"Rs. 1,44,500",New,20/7/2014,1303,Kathmandu,Scooter,2015,Hero,Pleasure,102,,,,"5 Years or 50,000 Kms"
854,"Rs. 3,21,500",New,4/9/2015,10110,Kathmandu,Standard,2015,Hero,Karizma,225,,,,"5 Years or 70,000 Kms"
855,"Rs. 2,60,500",New,4/9/2015,5381,Kathmandu,Standard,2015,Hero,Karizma,225,,,,"5 Years or 70,000 Kms"
856,"Rs. 2,11,000",New,4/9/2015,2273,Kathmandu,Standard,2015,Hero,Hunk,150,,,,"5 Years or 70,000 Kms"
857,"Rs. 1,75,000",New,4/9/2015,2996,Kathmandu,Standard,2015,Hero,Glamour,125,,,,"5 Years or 70,000 Kms"
858,"Rs. 1,45,000",New,4/9/2015,5580,Kathmandu,Standard,2015,Hero,HF Deluxe,100,,,,"5 Years or 70,000 Kms"
859,"Rs. 3,00,000",Used,4/10/2020,13,Kathmandu,Off Road,2016,Honda,XR150L,150,reb and black,75,22000,
860,"Rs. 4,40,000",Used,1/9/2020,142,Kathmandu,Sportsbike,2017,Honda,CBR 250R,250,Red,73,10000,
861,"Rs. 3,60,000",Used,30/8/2020,131,Kathmandu,Sportsbike,2015,Honda,CBR 250R,249,Black,69,16000,1 year
862,"Rs. 1,25,000",Used,26/8/2020,108,Bhairahawa,Scooter,2013,Honda,Aviator,109,Black,16,25000,
863,"Rs. 75,000",Used,11/8/2020,27,Kathmandu,Standard,2014,Honda,CB Unicorn,150,black,35,45000,no
864,"Rs. 2,60,000",Used,2/8/2020,71,Kathmandu,Other,2018,Honda,Other,160,"Red,black",2,6800,
865,"Rs. 2,00,000",Used,17/7/2020,111,Biratnagar,Standard,2020,Honda,CB Shine,125,Blue,40,900,Dealer warranty 6 months
866,"Rs. 80,000",Used,7/7/2020,126,Kathmandu,Standard,2008,Honda,Shine,125,Black,26,39000,No
867,Contact Seller,Used,8/8/2020,290,Kathmandu,Sportsbike,2013,Honda,CBR250 TRI,397,red,65,666,no
868,"Rs. 2,75,000",Used,6/4/2017,1293,Kathmandu,Sportsbike,2012,Honda,CBR 250R,250,Silver matte,50,37000,
869,"Rs. 1,90,000",Used,31/3/2017,129,,Standard,2014,Honda,CB Unicorn,150,Black,63,21000,
870,"Rs. 80,000",Used,26/3/2017,926,Kathmandu,Standard,2011,Honda,CB Twister,109,black,41,60000,
871,"Rs. 5,00,000",Used,16/3/2017,1920,Lalitpur,Off Road,2000,Honda,CRF250L,250,WHITE,32,20000,NO
872,"Rs. 3,90,000",Used,9/3/2017,138,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,WHITE,63,6700,NON
873,"Rs. 1,00,000",Used,5/3/2017,506,Butwal,Standard,2011,Honda,CB Unicorn,150,Shine black,10,35000,
874,"Rs. 2,78,000",Used,28/2/2017,1700,Kathmandu,Off Road,2016,Honda,XR125L,125,White,66,19000,
875,"Rs. 1,15,000",Used,27/2/2017,224,Kathmandu,Standard,2010,Honda,CB Unicorn,150,Metallic silver,42,41000,
876,"Rs. 2,10,000",Used,19/2/2017,4370,Kathmandu,Other,1987,Honda,Other,250,White,2,37000,
877,"Rs. 1,50,000",Used,19/2/2017,141,Kathmandu,Standard,2014,Honda,CB Trigger,149,black,66,15000,
878,"Rs. 60,000",Used,18/2/2017,915,Kathmandu,Scooter,2011,Honda,Dio,100,black n red,39,20000,no
879,"Rs. 60,000",Used,18/2/2017,503,Kathmandu,Scooter,2011,Honda,Dio,100,black n red,39,20000,no
880,Contact Seller,Used,18/2/2017,588,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,White,63,6700,
881,"Rs. 1,80,000",Used,16/2/2017,2147,Kathmandu,Standard,2017,Honda,CB Unicorn,150,pearl black,58,28000,no
882,"Rs. 4,35,000",Used,11/2/2017,463,Kathmandu,Sportsbike,2014,Honda,CBR 250R,250,Tri color /white,63,6500,
883,"Rs. 2,65,000",Used,10/2/2017,676,Kathmandu,Other,1982,Honda,Other,185,orange,3,70000,
884,"Rs. 2,65,000",Used,10/2/2017,832,Kathmandu,Other,1982,Honda,Other,185,orange,3,70000,
885,"Rs. 1,30,000",Used,27/3/2017,262,Kathmandu,Standard,2012,Honda,Unicorn,150,SILVER,52,26700,
886,"Rs. 23,50,000",Used,5/2/2017,1832,Kathmandu,Scooter,2016,Honda,Activa,600,Orange,79,7000,
887,"Rs. 1,75,000",Used,25/1/2017,282,Lalitpur,Standard,2014,Honda,CB Trigger,150,Green,61,10900,
888,"Rs. 1,50,000",Used,20/1/2017,300,Biratnagar,Standard,2015,Honda,CB Trigger,150,Black,21,18000,None
889,"Rs. 1,40,000",Used,19/1/2017,449,Bhaktapur,Standard,2015,Honda,CB Shine,125,black red,66,20000,
890,"Rs. 1,25,000",Used,16/1/2017,158,Kathmandu,Scooter,2014,Honda,Dio,110,Red,63,9800,No
891,"Rs. 5,00,000",Used,15/1/2017,814,Kathmandu,Sportsbike,2016,Honda,CBR 250R,250,White & black,74,1200,
892,"Rs. 80,000",Used,14/1/2017,440,Kathmandu,Standard,2012,Honda,CB Unicorn,150,Red and black,35,45288,
893,"Rs. 2,15,000",Used,13/1/2017,247,Butwal,Standard,2015,Honda,CB Unicorn 160,160,Red,23,6500,
894,"Rs. 2,60,000",Used,12/1/2017,808,Narayanghat,Sportsbike,2012,Honda,CBR 250R,250,red,38,52000,
895,"Rs. 1,20,000",Used,7/1/2017,170,Butwal,Standard,2011,Honda,CB Unicorn,150,black,11,35800,
896,"Rs. 92,000",Used,1/1/2017,549,Lalitpur,Scooter,2012,Honda,Dio,110,Blue,50,17800,
897,"Rs. 1,60,000",Used,1/1/2017,592,Kathmandu,Scooter,2016,Honda,Dio,110,Black and white,77,1900,1 Year
898,"Rs. 55,000",Used,30/12/2016,148,Kathmandu,Standard,2009,Honda,Shine,125,black,30,25000,
899,"Rs. 1,20,000",Used,28/12/2016,274,Ghorahi,Scooter,2014,Honda,Dio,110,Red,2,35072,Ni
900,"Rs. 12,00,000",Used,28/12/2016,115,Ghorahi,Scooter,2014,Honda,Dio,109,Red,2,35072,No
901,"Rs. 1,10,000",Used,24/12/2016,516,Kathmandu,Scooter,2014,Honda,Dio,100,Green,54,17000,
902,"Rs. 6,25,000",Used,19/12/2016,1605,Kathmandu,Off Road,2010,Honda,Tornado,250,Orange,42,20000,
903,"Rs. 35,000",Used,14/12/2016,715,Kathmandu,Scooter,2006,Honda,Dio,110,Grey,19,55000,
904,"Rs. 1,25,000",Used,12/12/2016,499,Kathmandu,Scooter,2013,Honda,Dio,110,Grey,53,22000,No
905,"Rs. 3,55,000",Used,12/12/2016,470,Kathmandu,Sportsbike,2013,Honda,CBR 250R,250,Tricolor,60,25000,
906,"Rs. 1,50,000",Used,9/12/2016,56,Kathmandu,Other,2011,Honda,Other,149,Black,47,20766,
907,"Rs. 89,999",Used,5/12/2016,1636,Kathmandu,Scooter,2012,Honda,Dio,109,white,51,19000,
908,"Rs. 1,60,000",Used,2/12/2016,179,Kathmandu,Standard,2014,Honda,CB Unicorn,149,Black,60,21000,
909,Contact Seller,Used,2/12/2016,117,Kathmandu,Standard,2015,Honda,CB Unicorn,149,black,60,21000,no
910,"Rs. 1,50,000",Used,22/11/2016,169,Pokhara,Scooter,2014,Honda,Dio,110,Red,10,3000,Sorry
911,"Rs. 90,000",Used,14/11/2016,386,Butwal,Standard,2011,Honda,CBF Stunner,125,Yellow and black,11,16000,
912,"Rs. 1,90,000",Used,13/11/2016,146,Kathmandu,Standard,2014,Honda,CB Unicorn,150,SILVER,60,14000,
913,"Rs. 1,60,000",Used,6/11/2016,244,Lalitpur,Standard,2013,Honda,CB Unicorn,150,silver,51,15000,
914,"Rs. 1,70,000",Used,1/11/2016,86,Pokhara,Standard,2015,Honda,CB Trigger,150,black,10,15000,6 months
915,"Rs. 4,10,000",Used,31/10/2016,488,Kathmandu,Sportsbike,2013,Honda,CBR Repsol,250,Repsol edition,60,17000,
916,"Rs. 4,30,000",Used,27/10/2016,1991,Kathmandu,Off Road,2016,Honda,XR150L,150,white,69,7000,
917,"Rs. 4,30,000",Used,27/10/2016,458,Kathmandu,Off Road,2016,Honda,XR150L,150,white,69,7000,
918,"Rs. 1,20,000",Used,24/10/2016,133,Kathmandu,Scooter,2014,Honda,Dio,110,Red,63,9000,
919,"Rs. 13,00,000",Used,25/10/2016,3202,Kathmandu,Sportsbike,2016,Honda,CB 600F Hornet,600,Blue,39,14000,
920,"Rs. 24,00,000",Used,23/10/2016,3311,Kathmandu,Sportsbike,2016,Honda,CBR600RR,600,Black,74,1000,
921,"Rs. 1,60,000",Used,20/10/2016,871,Kathmandu,Scooter,2016,Honda,Dio,110,BLUE N WHITE,72,2020,1.5 YEARS COMPANY WARRANTY LEFT
922,"Rs. 1,69,999",Used,20/10/2016,277,Gatthaghar,Standard,2015,Honda,CB Shine,125,Red,70,9000,5
923,"Rs. 1,60,000",Used,18/10/2016,51,Kathmandu,Standard,2013,Honda,CB Unicorn,150,Black,63,22000,
924,"Rs. 5,17,000",Used,13/10/2016,1293,Kathmandu,Off Road,2015,Honda,XR150L,149,red,69,5535,1 year
925,"Rs. 1,15,000",Used,13/10/2016,752,Kathmandu,Scooter,2014,Honda,Dio,110,White,58,20000,
926,Contact Seller,Used,7/10/2016,2225,Kirtipur,Sportsbike,2013,Honda,CBR 600,600,red,9,700,
927,"Rs. 2,30,000",Used,3/10/2016,145,Kathmandu,Other,2015,Honda,Other,160,Blackish blue,75,2500,
928,"Rs. 4,15,000",Used,30/9/2016,1193,Kathmandu,Off Road,2015,Honda,XR150L,150,Red,67,9000,
929,"Rs. 63,000",Used,29/9/2016,357,Kathmandu,Standard,2007,Honda,CB Shine,125,Red & Black,27,22000,
930,"Rs. 1,35,000",Used,2/10/2016,212,Butwal,Standard,2013,Honda,CB Shine,125,Black,16,7000,No
931,"Rs. 95,000",Used,28/9/2016,548,Lalitpur,Scooter,2012,Honda,Dio,102,blue,50,26844,
932,"Rs. 1,55,000",Used,25/9/2016,249,Kathmandu,Scooter,2015,Honda,Activa,125,Ace,64,9000,
933,"Rs. 3,00,000",Used,21/9/2016,526,Kathmandu,Sportsbike,2011,Honda,CBR 250R,250,Red,55,18000,
934,"Rs. 1,45,000",Used,20/9/2016,94,Kathmandu,Standard,2014,Honda,CB Shine,125,Black,59,16000,On
935,"Rs. 1,60,000",Used,21/9/2016,62,Kathmandu,Standard,2013,Honda,CB Unicorn,150,Black,58,15000,
936,"Rs. 1,50,000",Used,15/9/2016,195,Kathmandu,Scooter,2015,Honda,Dio,125,Red,69,2500,Free service available
937,"Rs. 1,49,000",Used,13/9/2016,92,Lalitpur,Scooter,2015,Honda,Dio,110,Red&white,69,11600,
938,"Rs. 1,15,000",Used,12/9/2016,184,Lalitpur,Standard,2010,Honda,Unicorn,150,Black,44,44000,
939,"Rs. 1,55,000",Used,9/9/2016,674,Kathmandu,Scooter,2016,Honda,Activa,125,bkack mix,70,8000,
940,"Rs. 80,000",Used,12/9/2016,306,Kathmandu,Standard,2011,Honda,CB Twister,110,Black,41,21000,
941,"Rs. 1,20,000",Used,3/9/2016,308,Madhyapur Thimi,Standard,2011,Honda,Unicorn,150,Black,47,42000,Over
942,Rs. 240.00,Used,29/8/2016,3756,Kathmandu,Sportsbike,2009,Honda,CBR600RR,600,red,6,9490,
943,"Rs. 1,40,000",Used,28/8/2016,70,Kathmandu,Standard,2012,Honda,Unicorn,149,Silver,54,23800,
944,"Rs. 4,50,000",Used,21/8/2016,822,Kathmandu,Sportsbike,2015,Honda,CBR 250R,250,(Matte) Black,70,7500,
945,"Rs. 1,80,000",Used,20/8/2016,248,Biratnagar,Standard,2014,Honda,CB Trigger,150,black,19,1200,no
946,"Rs. 13,50,000",Used,17/8/2016,2488,Kathmandu,Sportsbike,2004,Honda,CBR 600,600,Red,21,20000,
947,"Rs. 3,15,000",Used,17/8/2016,235,Kathmandu,Sportsbike,2012,Honda,CBR 250R,250,Black,50,26000,
948,"Rs. 1,50,000",Used,14/8/2016,79,Kathmandu,Standard,2014,Honda,CB Unicorn,150,silver,56,35000,
949,"Rs. 4,80,000",Used,11/8/2016,588,Kathmandu,Sportsbike,2013,Honda,CBR Repsol,250,Repsol,60,4300,
950,"Rs. 70,000",Used,9/8/2016,1055,Kathmandu,Standard,2009,Honda,CB Shine,125,red black mix,28,40000,
951,"Rs. 1,05,000",Used,9/8/2016,81,Kathmandu,Other,2011,Honda,Other,125,black,51,16500,
952,"Rs. 1,00,000",Used,21/8/2016,242,Kathmandu,Standard,2010,Honda,Unicorn,150,Silver,39,23900,
953,"Rs. 99,999",Used,5/8/2016,76,Bhaktapur,Other,2011,Honda,Other,125,black,51,26500,no warranty
954,Rs. 21.00,Used,29/8/2016,1297,Pokhara,Sportsbike,2016,Honda,CBR600RR,600,repsol,11,550,
955,"Rs. 75,000",Used,2/8/2016,583,Biratnagar,Scooter,2010,Honda,Dio,115,blue,9,26000,
956,"Rs. 1,50,000",Used,2/8/2016,79,Lalitpur,Scooter,2014,Honda,Aviator,109,White,66,5000,
957,Contact Seller,Used,28/7/2016,2242,Pokhara,Sportsbike,2016,Honda,CBR600RR,600,Orange red,11,500,
958,"Rs. 2,45,500",Used,27/7/2016,120,Kathmandu,Sportsbike,2016,Honda,CB 600F Hornet,160,Black,74,700,Company
959,"Rs. 1,55,000",Used,26/7/2016,179,Kathmandu,Scooter,2016,Honda,Activa,110,blue n black,75,1500,
960,"Rs. 1,70,000",Used,24/7/2016,347,Kathmandu,Scooter,2015,Honda,Aviator,109,Black,70,7000,Company
961,"Rs. 1,50,000",Used,22/7/2016,157,Pokhara,Standard,2014,Honda,CB Shine,150,black,9,16000,no
962,"Rs. 1,12,000",Used,21/7/2016,294,Lalitpur,Scooter,2012,Honda,Dio,110,purpal,53,14000,no warranty
963,"Rs. 1,16,200",Used,20/7/2016,134,Kathmandu,Scooter,2013,Honda,Dio,110,red,54,14300,
